year,month,date,prefectureNameJ,prefectureNameE,testedPositive,peopleTested,hospitalized,serious,discharged,deaths,effectiveReproductionNumber
2020,1,29,東京都,Tokyo,2,,,,,,
2020,1,29,鳥取県,Tottori,0,,,,,,
2020,1,29,富山県,Toyama,0,,,,,,
2020,1,29,和歌山県,Wakayama,0,,,,,,
2020,1,29,山形県,Yamagata,0,,,,,,
2020,1,29,山口県,Yamaguchi,0,,,,,,
2020,1,29,山梨県,Yamanashi,0,,,,,,
2020,1,30,愛知県,Aichi,2,,,,,,
2020,1,30,秋田県,Akita,0,,,,,,
2020,1,30,青森県,Aomori,0,,,,,,
2020,1,30,千葉県,Chiba,1,,,,,,
2020,1,30,愛媛県,Ehime,0,,,,,,
2020,1,30,福井県,Fukui,0,,,,,,
2020,1,30,福岡県,Fukuoka,0,,,,,,
2020,1,30,福島県,Fukushima,0,,,,,,
2020,1,30,岐阜県,Gifu,0,,,,,,
2020,1,30,群馬県,Gunma,0,,,,,,
2020,1,30,広島県,Hiroshima,0,,,,,,
2020,1,30,北海道,Hokkaido,1,,,,,,
2020,1,30,兵庫県,Hyogo,0,,,,,,
2020,1,30,茨城県,Ibaraki,0,,,,,,
2020,1,30,石川県,Ishikawa,0,,,,,,
2020,1,30,岩手県,Iwate,0,,,,,,
2020,1,30,香川県,Kagawa,0,,,,,,
2020,1,30,鹿児島県,Kagoshima,0,,,,,,
2020,1,30,神奈川県,Kanagawa,1,,,,,,
2020,1,30,高知県,Kochi,0,,,,,,
2020,1,30,熊本県,Kumamoto,0,,,,,,
2020,1,30,京都府,Kyoto,1,,,,,,
2020,1,30,三重県,Mie,1,,,,,,
2020,1,30,宮城県,Miyagi,0,,,,,,
2020,1,30,宮崎県,Miyazaki,0,,,,,,
2020,1,30,長野県,Nagano,0,,,,,,
2020,1,30,長崎県,Nagasaki,0,,,,,,
2020,1,30,奈良県,Nara,1,,,,,,
2020,1,30,新潟県,Niigata,0,,,,,,
2020,1,30,大分県,Oita,0,,,,,,
2020,1,30,岡山県,Okayama,0,,,,,,
2020,1,30,沖縄県,Okinawa,0,,,,,,
2020,1,30,大阪府,Osaka,1,3,,,,,
2020,1,30,佐賀県,Saga,0,,,,,,
2020,1,30,埼玉県,Saitama,0,,,,,,
2020,1,30,滋賀県,Shiga,0,,,,,,
2020,1,30,島根県,Shimane,0,,,,,,
2020,1,30,静岡県,Shizuoka,0,,,,,,
2020,1,30,栃木県,Tochigi,0,,,,,,
2020,1,30,徳島県,Tokushima,0,,,,,,
2020,1,30,東京都,Tokyo,3,,,,,,
2020,1,30,鳥取県,Tottori,0,,,,,,
2020,1,30,富山県,Toyama,0,,,,,,
2020,1,30,和歌山県,Wakayama,0,,,,,,
2020,1,30,山形県,Yamagata,0,,,,,,
2020,1,30,山口県,Yamaguchi,0,,,,,,
2020,1,30,山梨県,Yamanashi,0,,,,,,
2020,1,31,愛知県,Aichi,2,,,,,,
2020,1,31,秋田県,Akita,0,,,,,,
2020,1,31,青森県,Aomori,0,,,,,,
2020,1,31,千葉県,Chiba,1,,,,,,
2020,1,31,愛媛県,Ehime,0,,,,,,
2020,1,31,福井県,Fukui,0,,,,,,
2020,1,31,福岡県,Fukuoka,0,,,,,,
2020,1,31,福島県,Fukushima,0,,,,,,
2020,1,31,岐阜県,Gifu,0,,,,,,
2020,1,31,群馬県,Gunma,0,,,,,,
2020,1,31,広島県,Hiroshima,0,,,,,,
2020,1,31,北海道,Hokkaido,1,,,,,,
2020,1,31,兵庫県,Hyogo,0,,,,,,
2020,1,31,茨城県,Ibaraki,0,,,,,,
2020,1,31,石川県,Ishikawa,0,,,,,,
2020,1,31,岩手県,Iwate,0,,,,,,
2020,1,31,香川県,Kagawa,0,,,,,,
2020,1,31,鹿児島県,Kagoshima,0,,,,,,
2020,1,31,神奈川県,Kanagawa,1,,,,,,
2020,1,31,高知県,Kochi,0,,,,,,
2020,1,31,熊本県,Kumamoto,0,,,,,,
2020,1,31,京都府,Kyoto,1,,,,,,
2020,1,31,三重県,Mie,1,,,,,,
2020,1,31,宮城県,Miyagi,0,,,,,,
2020,1,31,宮崎県,Miyazaki,0,,,,,,
2020,1,31,長野県,Nagano,0,,,,,,
2020,1,31,長崎県,Nagasaki,0,,,,,,
2020,1,31,奈良県,Nara,1,,,,,,
2020,1,31,新潟県,Niigata,0,,,,,,
2020,1,31,大分県,Oita,0,,,,,,
2020,1,31,岡山県,Okayama,0,,,,,,
2020,1,31,沖縄県,Okinawa,0,,,,,,
2020,1,31,大阪府,Osaka,1,4,,,,,
2020,1,31,佐賀県,Saga,0,,,,,,
2020,1,31,埼玉県,Saitama,0,,,,,,
2020,1,31,滋賀県,Shiga,0,,,,,,
2020,1,31,島根県,Shimane,0,,,,,,
2020,1,31,静岡県,Shizuoka,0,,,,,,
2020,1,31,栃木県,Tochigi,0,,,,,,
2020,1,31,徳島県,Tokushima,0,,,,,,
2020,1,31,東京都,Tokyo,3,,,,,,
2020,1,31,鳥取県,Tottori,0,,,,,,
2020,1,31,富山県,Toyama,0,,,,,,
2020,1,31,和歌山県,Wakayama,0,,,,,,
2020,1,31,山形県,Yamagata,0,,,,,,
2020,1,31,山口県,Yamaguchi,0,,,,,,
2020,1,31,山梨県,Yamanashi,0,,,,,,
2020,2,1,愛知県,Aichi,2,,,,,,
2020,2,1,秋田県,Akita,0,,,,,,
2020,2,1,青森県,Aomori,0,,,,,,
2020,2,1,千葉県,Chiba,1,,,,,,
2020,2,1,愛媛県,Ehime,0,,,,,,
2020,2,1,福井県,Fukui,0,,,,,,
2020,2,1,福岡県,Fukuoka,0,,,,,,
2020,2,1,福島県,Fukushima,0,,,,,,
2020,2,1,岐阜県,Gifu,0,,,,,,
2020,2,1,群馬県,Gunma,0,,,,,,
2020,2,1,広島県,Hiroshima,0,,,,,,
2020,2,1,北海道,Hokkaido,1,,,,,,
2020,2,1,兵庫県,Hyogo,0,,,,,,
2020,2,1,茨城県,Ibaraki,0,,,,,,
2020,2,1,石川県,Ishikawa,0,,,,,,
2020,2,1,岩手県,Iwate,0,,,,,,
2020,2,1,香川県,Kagawa,0,,,,,,
2020,2,1,鹿児島県,Kagoshima,0,,,,,,
2020,2,1,神奈川県,Kanagawa,1,,,,,,
2020,2,1,高知県,Kochi,0,,,,,,
2020,2,1,熊本県,Kumamoto,0,,,,,,
2020,2,1,京都府,Kyoto,1,,,,,,
2020,2,1,三重県,Mie,1,,,,,,
2020,2,1,宮城県,Miyagi,0,,,,,,
2020,2,1,宮崎県,Miyazaki,0,,,,,,
2020,2,1,長野県,Nagano,0,,,,,,
2020,2,1,長崎県,Nagasaki,0,,,,,,
2020,2,1,奈良県,Nara,1,,,,,,
2020,2,1,新潟県,Niigata,0,,,,,,
2020,2,1,大分県,Oita,0,,,,,,
2020,2,1,岡山県,Okayama,0,,,,,,
2020,2,1,沖縄県,Okinawa,0,,,,,,
2020,2,1,大阪府,Osaka,1,9,,,,,
2020,2,1,佐賀県,Saga,0,,,,,,
2020,2,1,埼玉県,Saitama,0,,,,,,
2020,2,1,滋賀県,Shiga,0,,,,,,
2020,2,1,島根県,Shimane,0,,,,,,
2020,2,1,静岡県,Shizuoka,0,,,,,,
2020,2,1,栃木県,Tochigi,0,,,,,,
2020,2,1,徳島県,Tokushima,0,,,,,,
2020,2,1,東京都,Tokyo,3,,,,,,
2020,2,1,鳥取県,Tottori,0,,,,,,
2020,2,1,富山県,Toyama,0,,,,,,
2020,2,1,和歌山県,Wakayama,0,,,,,,
2020,2,1,山形県,Yamagata,0,,,,,,
2020,2,1,山口県,Yamaguchi,0,,,,,,
2020,2,1,山梨県,Yamanashi,0,,,,,,
2020,2,2,愛知県,Aichi,2,,,,,,
2020,2,2,秋田県,Akita,0,,,,,,
2020,2,2,青森県,Aomori,0,,,,,,
2020,2,2,千葉県,Chiba,1,,,,,,
2020,2,2,愛媛県,Ehime,0,,,,,,
2020,2,2,福井県,Fukui,0,,,,,,
2020,2,2,福岡県,Fukuoka,0,,,,,,
2020,2,2,福島県,Fukushima,0,,,,,,
2020,2,2,岐阜県,Gifu,0,,,,,,
2020,2,2,群馬県,Gunma,0,,,,,,
2020,2,2,広島県,Hiroshima,0,,,,,,
2020,2,2,北海道,Hokkaido,1,,,,,,
2020,2,2,兵庫県,Hyogo,0,,,,,,
2020,2,2,茨城県,Ibaraki,0,,,,,,
2020,2,2,石川県,Ishikawa,0,,,,,,
2020,2,2,岩手県,Iwate,0,,,,,,
2020,2,2,香川県,Kagawa,0,,,,,,
2020,2,2,鹿児島県,Kagoshima,0,,,,,,
2020,2,2,神奈川県,Kanagawa,1,,,,,,
2020,2,2,高知県,Kochi,0,,,,,,
2020,2,2,熊本県,Kumamoto,0,,,,,,
2020,2,2,京都府,Kyoto,1,,,,,,
2020,2,2,三重県,Mie,1,,,,,,
2020,2,2,宮城県,Miyagi,0,,,,,,
2020,2,2,宮崎県,Miyazaki,0,,,,,,
2020,2,2,長野県,Nagano,0,,,,,,
2020,2,2,長崎県,Nagasaki,0,,,,,,
2020,2,2,奈良県,Nara,1,,,,,,
2020,2,2,新潟県,Niigata,0,,,,,,
2020,2,2,大分県,Oita,0,,,,,,
2020,2,2,岡山県,Okayama,0,,,,,,
2020,2,2,沖縄県,Okinawa,0,,,,,,
2020,2,2,大阪府,Osaka,1,9,,,,,
2020,2,2,佐賀県,Saga,0,,,,,,
2020,2,2,埼玉県,Saitama,0,,,,,,
2020,2,2,滋賀県,Shiga,0,,,,,,
2020,2,2,島根県,Shimane,0,,,,,,
2020,2,2,静岡県,Shizuoka,0,,,,,,
2020,2,2,栃木県,Tochigi,0,,,,,,
2020,2,2,徳島県,Tokushima,0,,,,,,
2020,2,2,東京都,Tokyo,3,,,,,,
2020,2,2,鳥取県,Tottori,0,,,,,,
2020,2,2,富山県,Toyama,0,,,,,,
2020,2,2,和歌山県,Wakayama,0,,,,,,
2020,2,2,山形県,Yamagata,0,,,,,,
2020,2,2,山口県,Yamaguchi,0,,,,,,
2020,2,2,山梨県,Yamanashi,0,,,,,,
2020,2,3,愛知県,Aichi,2,,,,,,
2020,2,3,秋田県,Akita,0,,,,,,
2020,2,3,青森県,Aomori,0,,,,,,
2020,2,3,千葉県,Chiba,1,,,,,,
2020,2,3,愛媛県,Ehime,0,,,,,,
2020,2,3,福井県,Fukui,0,,,,,,
2020,2,3,福岡県,Fukuoka,0,,,,,,
2020,2,3,福島県,Fukushima,0,,,,,,
2020,2,3,岐阜県,Gifu,0,,,,,,
2020,2,3,群馬県,Gunma,0,,,,,,
2020,2,3,広島県,Hiroshima,0,,,,,,
2020,2,3,北海道,Hokkaido,1,,,,,,
2020,2,3,兵庫県,Hyogo,0,,,,,,
2020,2,3,茨城県,Ibaraki,0,,,,,,
2020,2,3,石川県,Ishikawa,0,,,,,,
2020,2,3,岩手県,Iwate,0,,,,,,
2020,2,3,香川県,Kagawa,0,,,,,,
2020,2,3,鹿児島県,Kagoshima,0,,,,,,
2020,2,3,神奈川県,Kanagawa,1,,,,,,
2020,2,3,高知県,Kochi,0,,,,,,
2020,2,3,熊本県,Kumamoto,0,,,,,,
2020,2,3,京都府,Kyoto,1,,,,,,
2020,2,3,三重県,Mie,1,,,,,,
2020,2,3,宮城県,Miyagi,0,,,,,,
2020,2,3,宮崎県,Miyazaki,0,,,,,,
2020,2,3,長野県,Nagano,0,,,,,,
2020,2,3,長崎県,Nagasaki,0,,,,,,
2020,2,3,奈良県,Nara,1,,,,,,
2020,2,3,新潟県,Niigata,0,,,,,,
2020,2,3,大分県,Oita,0,,,,,,
2020,2,3,岡山県,Okayama,0,,,,,,
2020,2,3,沖縄県,Okinawa,0,,,,,,
2020,2,3,大阪府,Osaka,1,9,,,,,
2020,2,3,佐賀県,Saga,0,,,,,,
2020,2,3,埼玉県,Saitama,0,,,,,,
2020,2,3,滋賀県,Shiga,0,,,,,,
2020,2,3,島根県,Shimane,0,,,,,,
2020,2,3,静岡県,Shizuoka,0,,,,,,
2020,2,3,栃木県,Tochigi,0,,,,,,
2020,2,3,徳島県,Tokushima,0,,,,,,
2020,2,3,東京都,Tokyo,3,,,,,,
2020,2,3,鳥取県,Tottori,0,,,,,,
2020,2,3,富山県,Toyama,0,,,,,,
2020,2,3,和歌山県,Wakayama,0,,,,,,
2020,2,3,山形県,Yamagata,0,,,,,,
2020,2,3,山口県,Yamaguchi,0,,,,,,
2020,2,3,山梨県,Yamanashi,0,,,,,,
2020,2,4,愛知県,Aichi,2,,,,,,
2020,2,4,秋田県,Akita,0,,,,,,
2020,2,4,青森県,Aomori,0,,,,,,
2020,2,4,千葉県,Chiba,2,,,,,,
2020,2,4,愛媛県,Ehime,0,,,,,,
2020,2,4,福井県,Fukui,0,,,,,,
2020,2,4,福岡県,Fukuoka,0,,,,,,
2020,2,4,福島県,Fukushima,0,,,,,,
2020,2,4,岐阜県,Gifu,0,,,,,,
2020,2,4,群馬県,Gunma,0,,,,,,
2020,2,4,広島県,Hiroshima,0,,,,,,
2020,2,4,北海道,Hokkaido,1,,,,,,
2020,2,4,兵庫県,Hyogo,0,,,,,,
2020,2,4,茨城県,Ibaraki,0,,,,,,
2020,2,4,石川県,Ishikawa,0,,,,,,
2020,2,4,岩手県,Iwate,0,,,,,,
2020,2,4,香川県,Kagawa,0,,,,,,
2020,2,4,鹿児島県,Kagoshima,0,,,,,,
2020,2,4,神奈川県,Kanagawa,1,,,,,,
2020,2,4,高知県,Kochi,0,,,,,,
2020,2,4,熊本県,Kumamoto,0,,,,,,
2020,2,4,京都府,Kyoto,1,,,,,,
2020,2,4,三重県,Mie,1,,,,,,
2020,2,4,宮城県,Miyagi,0,,,,,,
2020,2,4,宮崎県,Miyazaki,0,,,,,,
2020,2,4,長野県,Nagano,0,,,,,,
2020,2,4,長崎県,Nagasaki,0,,,,,,
2020,2,4,奈良県,Nara,1,,,,,,
2020,2,4,新潟県,Niigata,0,,,,,,
2020,2,4,大分県,Oita,0,,,,,,
2020,2,4,岡山県,Okayama,0,,,,,,
2020,2,4,沖縄県,Okinawa,0,,,,,,
2020,2,4,大阪府,Osaka,1,9,,,,,
2020,2,4,佐賀県,Saga,0,,,,,,
2020,2,4,埼玉県,Saitama,0,,,,,,
2020,2,4,滋賀県,Shiga,0,,,,,,
2020,2,4,島根県,Shimane,0,,,,,,
2020,2,4,静岡県,Shizuoka,0,,,,,,
2020,2,4,栃木県,Tochigi,0,,,,,,
2020,2,4,徳島県,Tokushima,0,,,,,,
2020,2,4,東京都,Tokyo,3,,,,,,
2020,2,4,鳥取県,Tottori,0,,,,,,
2020,2,4,富山県,Toyama,0,,,,,,
2020,2,4,和歌山県,Wakayama,0,,,,,,
2020,2,4,山形県,Yamagata,0,,,,,,
2020,2,4,山口県,Yamaguchi,0,,,,,,
2020,2,4,山梨県,Yamanashi,0,,,,,,
2020,2,5,愛知県,Aichi,2,,,,,,
2020,2,5,秋田県,Akita,0,,,,,,
2020,2,5,青森県,Aomori,0,,,,,,
2020,2,5,千葉県,Chiba,3,,,,,,
2020,2,5,愛媛県,Ehime,0,,,,,,
2020,2,5,福井県,Fukui,0,,,,,,
2020,2,5,福岡県,Fukuoka,0,,,,,,
2020,2,5,福島県,Fukushima,0,,,,,,
2020,2,5,岐阜県,Gifu,0,,,,,,
2020,2,5,群馬県,Gunma,0,,,,,,
2020,2,5,広島県,Hiroshima,0,,,,,,
2020,2,5,北海道,Hokkaido,1,,,,,,
2020,2,5,兵庫県,Hyogo,0,,,,,,
2020,2,5,茨城県,Ibaraki,0,,,,,,
2020,2,5,石川県,Ishikawa,0,,,,,,
2020,2,5,岩手県,Iwate,0,,,,,,
2020,2,5,香川県,Kagawa,0,,,,,,
2020,2,5,鹿児島県,Kagoshima,0,,,,,,
2020,2,5,神奈川県,Kanagawa,1,,,,,,
2020,2,5,高知県,Kochi,0,,,,,,
2020,2,5,熊本県,Kumamoto,0,,,,,,
2020,2,5,京都府,Kyoto,2,,,,,,
2020,2,5,三重県,Mie,1,,,,,,
2020,2,5,宮城県,Miyagi,0,,,,,,
2020,2,5,宮崎県,Miyazaki,0,,,,,,
2020,2,5,長野県,Nagano,0,,,,,,
2020,2,5,長崎県,Nagasaki,0,,,,,,
2020,2,5,奈良県,Nara,1,,,,,,
2020,2,5,新潟県,Niigata,0,,,,,,
2020,2,5,大分県,Oita,0,,,,,,
2020,2,5,岡山県,Okayama,0,,,,,,
2020,2,5,沖縄県,Okinawa,0,,,,,,
2020,2,5,大阪府,Osaka,1,9,,,,,
2020,2,5,佐賀県,Saga,0,,,,,,
2020,2,5,埼玉県,Saitama,0,,,,,,
2020,2,5,滋賀県,Shiga,0,,,,,,
2020,2,5,島根県,Shimane,0,,,,,,
2020,2,5,静岡県,Shizuoka,0,,,,,,
2020,2,5,栃木県,Tochigi,0,,,,,,
2020,2,5,徳島県,Tokushima,0,,,,,,
2020,2,5,東京都,Tokyo,3,,,,,,
2020,2,5,鳥取県,Tottori,0,,,,,,
2020,2,5,富山県,Toyama,0,,,,,,
2020,2,5,和歌山県,Wakayama,0,,,,,,
2020,2,5,山形県,Yamagata,0,,,,,,
2020,2,5,山口県,Yamaguchi,0,,,,,,
2020,2,5,山梨県,Yamanashi,0,,,,,,
2020,2,6,愛知県,Aichi,2,,,,,,
2020,2,6,秋田県,Akita,0,,,,,,
2020,2,6,青森県,Aomori,0,,,,,,
2020,2,6,千葉県,Chiba,3,,,,,,
2020,2,6,愛媛県,Ehime,0,,,,,,
2020,2,6,福井県,Fukui,0,,,,,,
2020,2,6,福岡県,Fukuoka,0,,,,,,
2020,2,6,福島県,Fukushima,0,,,,,,
2020,2,6,岐阜県,Gifu,0,,,,,,
2020,2,6,群馬県,Gunma,0,,,,,,
2020,2,6,広島県,Hiroshima,0,,,,,,
2020,2,6,北海道,Hokkaido,1,,,,,,
2020,2,6,兵庫県,Hyogo,0,,,,,,
2020,2,6,茨城県,Ibaraki,0,,,,,,
2020,2,6,石川県,Ishikawa,0,,,,,,
2020,2,6,岩手県,Iwate,0,,,,,,
2020,2,6,香川県,Kagawa,0,,,,,,
2020,2,6,鹿児島県,Kagoshima,0,,,,,,
2020,2,6,神奈川県,Kanagawa,1,,,,,,
2020,2,6,高知県,Kochi,0,,,,,,
2020,2,6,熊本県,Kumamoto,0,,,,,,
2020,2,6,京都府,Kyoto,2,,,,,,
2020,2,6,三重県,Mie,1,,,,,,
2020,2,6,宮城県,Miyagi,0,,,,,,
